"office name","office code","office city","office state","report begin date","report end date","published date","market location name","market location city","market location state",commodity,"market type","market type category","slug id","slug name","report title","final ind",community,category,quality,"holdings Unit","holdings current lbs","holdings 1stDayMTH lbs","holdings change lbs","holdings change percent","currentMTH 1stDay","report narrative","commodity narrative","special announcement"
Madison,DA-MD,Madison,WI,12/28/2007,12/28/2007,"12/28/2007 00:00:00","Madison Dairy Market",,,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",Edible,LBS,104450000,,,,,,,
Madison,DA-MD,Madison,WI,12/28/2007,12/28/2007,"12/28/2007 00:00:00","Madison Dairy Market",,,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",Edible,LBS,24359000,,,,,,,
Madison,DA-MD,Madison,WI,12/21/2007,12/21/2007,"12/21/2007 00:00:00","Madison Dairy Market",,,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",Edible,LBS,103851000,,,,,,,
Madison,DA-MD,Madison,WI,12/21/2007,12/21/2007,"12/21/2007 00:00:00","Madison Dairy Market",,,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",Edible,LBS,24238000,,,,,,,
Madison,DA-MD,Madison,WI,12/14/2007,12/14/2007,"12/14/2007 00:00:00","Madison Dairy Market",,,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",Edible,LBS,101135000,,,,,,,
Madison,DA-MD,Madison,WI,12/14/2007,12/14/2007,"12/14/2007 00:00:00","Madison Dairy Market",,,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",Edible,LBS,23861000,,,,,,,
Madison,DA-MD,Madison,WI,12/07/2007,12/07/2007,"12/07/2007 00:00:00","Madison Dairy Market",,,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",Edible,LBS,107649000,,,,,,,
Madison,DA-MD,Madison,WI,12/07/2007,12/07/2007,"12/07/2007 00:00:00","Madison Dairy Market",,,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",Edible,LBS,24309000,,,,,,,
Madison,DA-MD,Madison,WI,11/30/2007,11/30/2007,"11/30/2007 00:00:00","Madison Dairy Market",,,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",Edible,LBS,108511000,,,,,,,
Madison,DA-MD,Madison,WI,11/30/2007,11/30/2007,"11/30/2007 00:00:00","Madison Dairy Market",,,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",Edible,LBS,24695000,,,,,,,
Madison,DA-MD,Madison,WI,11/23/2007,11/23/2007,"11/23/2007 00:00:00","Madison Dairy Market",,,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",Edible,LBS,109856000,,,,,,,
