"office name","office code","office city","office state","report begin date","report end date","published date","market location name","market location city","market location state",commodity,"market type","market type category","slug id","slug name","report title","final ind",community,category,quality,"holdings Unit","holdings current lbs","holdings 1stDayMTH lbs","holdings change lbs","holdings change percent","currentMTH 1stDay","report narrative","commodity narrative","special announcement"
Madison,DA-MD,Madison,WI,12/26/2014,12/26/2014,"12/26/2014 00:00:00","Madison Dairy Market",,,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",Edible,LBS,91178000,,,,,,,
Madison,DA-MD,Madison,WI,12/26/2014,12/26/2014,"12/26/2014 00:00:00","Madison Dairy Market",,,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",Edible,LBS,2618000,,,,,,,
Madison,DA-MD,Madison,WI,12/19/2014,12/19/2014,"12/19/2014 00:00:00","Madison Dairy Market",,,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",Edible,LBS,90471000,,,,,,,
Madison,DA-MD,Madison,WI,12/19/2014,12/19/2014,"12/19/2014 00:00:00","Madison Dairy Market",,,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",Edible,LBS,4119000,,,,,,,
Madison,DA-MD,Madison,WI,12/12/2014,12/12/2014,"12/12/2014 00:00:00","Madison Dairy Market",,,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",Edible,LBS,91504000,,,,,,,
Madison,DA-MD,Madison,WI,12/12/2014,12/12/2014,"12/12/2014 00:00:00","Madison Dairy Market",,,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",Edible,LBS,4328000,,,,,,,
Madison,DA-MD,Madison,WI,12/05/2014,12/05/2014,"12/05/2014 00:00:00","Madison Dairy Market",,,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",Edible,LBS,94184000,,,,,,,
Madison,DA-MD,Madison,WI,12/05/2014,12/05/2014,"12/05/2014 00:00:00","Madison Dairy Market",,,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",Edible,LBS,5642000,,,,,,,
Madison,DA-MD,Madison,WI,11/28/2014,11/28/2014,"11/28/2014 00:00:00","Madison Dairy Market",,,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",Edible,LBS,92361000,,,,,,,
Madison,DA-MD,Madison,WI,11/28/2014,11/28/2014,"11/28/2014 00:00:00","Madison Dairy Market",,,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",Edible,LBS,6299000,,,,,,,
Madison,DA-MD,Madison,WI,11/21/2014,11/21/2014,"11/21/2014 00:00:00","Madison Dairy Market",,,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",Edible,LBS,94380000,,,,,,,
Madison,DA-MD,Madison,WI,11/21/2014,11/21/2014,"11/21/2014 00:00:00","Madison Dairy Market",,,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",Edible,LBS,8693000,,,,,,,
Madison,DA-MD,Madison,WI,11/14/2014,11/14/2014,"11/14/2014 00:00:00","Madison Dairy Market",,,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",Edible,LBS,93467000,,,,,,,
