"office name","office code","office city","office state","report begin date","report end date","published date","market location name","market location city","market location state",commodity,"market type","market type category","slug id","slug name","report title","final ind",community,category,quality,"holdings Unit","holdings current lbs","holdings 1stDayMTH lbs","holdings change lbs","holdings change percent","currentMTH 1stDay","report narrative","commodity narrative","special announcement"
Madison,DA-MD,Madison,WI,12/24/2018,12/28/2018,"12/27/2018 06:46:17","National Cold Storage",,WI,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",N/A,LBS,88904000,89456000,-552000,-1,12/01/2018,,,"***NOTICE:  This should read Report 52, all other information is correct"
Madison,DA-MD,Madison,WI,12/24/2018,12/28/2018,"12/27/2018 06:46:17","National Cold Storage",,WI,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",N/A,LBS,21038000,25314000,-4276000,-17,12/01/2018,,,"***NOTICE:  This should read Report 52, all other information is correct"
Madison,DA-MD,Madison,WI,12/17/2018,12/21/2018,"12/19/2018 11:42:31","National Cold Storage",,WI,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",N/A,LBS,89508000,89456000,52000,0,12/01/2018,,,"***NOTICE:  This should read Report 51, all other information is correct"
Madison,DA-MD,Madison,WI,12/17/2018,12/21/2018,"12/19/2018 11:42:31","National Cold Storage",,WI,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",N/A,LBS,21114000,25314000,-4200000,-17,12/01/2018,,,"***NOTICE:  This should read Report 51, all other information is correct"
Madison,DA-MD,Madison,WI,12/10/2018,12/14/2018,"12/12/2018 11:53:10","National Cold Storage",,WI,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",N/A,LBS,88120000,89456000,-1336000,-1,12/01/2018,,,"***NOTICE:  This should read Report 50, all other information is correct"
Madison,DA-MD,Madison,WI,12/10/2018,12/14/2018,"12/12/2018 11:53:10","National Cold Storage",,WI,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",N/A,LBS,22660000,25314000,-2654000,-10,12/01/2018,,,"***NOTICE:  This should read Report 50, all other information is correct"
Madison,DA-MD,Madison,WI,12/03/2018,12/07/2018,"12/04/2018 13:01:56","National Cold Storage",,WI,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",N/A,LBS,89088000,89456000,-368000,0,12/01/2018,,,"***NOTICE:  This should read Report 49, all other information is correct"
Madison,DA-MD,Madison,WI,12/03/2018,12/07/2018,"12/04/2018 13:01:56","National Cold Storage",,WI,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",N/A,LBS,24871000,25314000,-443000,-2,12/01/2018,,,"***NOTICE:  This should read Report 49, all other information is correct"
Madison,DA-MD,Madison,WI,11/26/2018,11/30/2018,"11/28/2018 11:58:19","National Cold Storage",,WI,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",N/A,LBS,90928000,87917000,3011000,3,11/01/2018,,,"***NOTICE:  This should read Report 48, all other information is correct"
Madison,DA-MD,Madison,WI,11/26/2018,11/30/2018,"11/28/2018 11:58:19","National Cold Storage",,WI,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",N/A,LBS,27086000,39999000,-12913000,-32,11/01/2018,,,"***NOTICE:  This should read Report 48, all other information is correct"
Madison,DA-MD,Madison,WI,11/19/2018,11/23/2018,"11/20/2018 12:05:23","National Cold Storage",,WI,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",N/A,LBS,88674000,87917000,757000,1,11/01/2018,,,"***NOTICE:  This should read Report 47, all other information is correct"
Madison,DA-MD,Madison,WI,11/19/2018,11/23/2018,"11/20/2018 12:05:23","National Cold Storage",,WI,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",N/A,LBS,28422000,39999000,-11577000,-29,11/01/2018,,,"***NOTICE:  This should read Report 47, all other information is correct"
Madison,DA-MD,Madison,WI,11/12/2018,11/16/2018,"11/14/2018 11:54:02","National Cold Storage",,WI,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",N/A,LBS,88752000,87917000,835000,1,11/01/2018,,,"***NOTICE:  This should read Report 46, all other information is correct"
Madison,DA-MD,Madison,WI,11/12/2018,11/16/2018,"11/14/2018 11:54:02","National Cold Storage",,WI,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",N/A,LBS,38160000,39999000,-1839000,-5,11/01/2018,,,"***NOTICE:  This should read Report 46, all other information is correct"
Madison,DA-MD,Madison,WI,11/05/2018,11/09/2018,"11/07/2018 11:58:32","National Cold Storage",,WI,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",N/A,LBS,88647000,87917000,730000,1,11/01/2018,,,"***NOTICE:  This should read Report 45, all other information is correct"
Madison,DA-MD,Madison,WI,11/05/2018,11/09/2018,"11/07/2018 11:58:32","National Cold Storage",,WI,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",N/A,LBS,39380000,39999000,-619000,-2,11/01/2018,,,"***NOTICE:  This should read Report 45, all other information is correct"
Madison,DA-MD,Madison,WI,10/29/2018,11/02/2018,"10/31/2018 12:13:23","National Cold Storage",,WI,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",N/A,LBS,86821000,83552000,3269000,4,10/01/2018,,,"***NOTICE: This should read Report 44, all other information is correct"
Madison,DA-MD,Madison,WI,10/29/2018,11/02/2018,"10/31/2018 12:13:23","National Cold Storage",,WI,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",N/A,LBS,40928000,43492000,-2564000,-6,10/01/2018,,,"***NOTICE: This should read Report 44, all other information is correct"
Madison,DA-MD,Madison,WI,10/22/2018,10/26/2018,"10/24/2018 11:56:27","National Cold Storage",,WI,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",N/A,LBS,85134000,83552000,1582000,2,10/01/2018,,,"***NOTICE:  This should read Report #43, all other information is correct"
Madison,DA-MD,Madison,WI,10/22/2018,10/26/2018,"10/24/2018 11:56:27","National Cold Storage",,WI,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",N/A,LBS,42667000,43492000,-825000,-2,10/01/2018,,,"***NOTICE:  This should read Report #43, all other information is correct"
Madison,DA-MD,Madison,WI,10/15/2018,10/19/2018,"10/17/2018 12:35:11","National Cold Storage",,WI,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",N/A,LBS,81946000,83552000,-1606000,-2,10/01/2018,,,"***NOTICE:  This should read Report #42, all other information is correct"
Madison,DA-MD,Madison,WI,10/15/2018,10/19/2018,"10/17/2018 12:35:11","National Cold Storage",,WI,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",N/A,LBS,44899000,43492000,1407000,3,10/01/2018,,,"***NOTICE:  This should read Report #42, all other information is correct"
Madison,DA-MD,Madison,WI,10/08/2018,10/12/2018,"10/10/2018 11:49:45","National Cold Storage",,WI,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",N/A,LBS,82879000,83552000,-673000,-1,10/01/2018,,,"***NOTICE:  This should read Report #41, all other information is correct"
Madison,DA-MD,Madison,WI,10/08/2018,10/12/2018,"10/10/2018 11:49:45","National Cold Storage",,WI,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",N/A,LBS,45784000,43492000,2292000,5,10/01/2018,,,"***NOTICE:  This should read Report #41, all other information is correct"
Madison,DA-MD,Madison,WI,10/01/2018,10/05/2018,"10/03/2018 11:09:50","National Cold Storage",,WI,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",N/A,LBS,82711000,83552000,-841000,-1,10/01/2018,,,"***NOTICE:  This should read Report #40, all other information is correct"
