"office name","office code","office city","office state","report begin date","report end date","published date","market location name","market location city","market location state",commodity,"market type","market type category","slug id","slug name","report title","final ind",community,category,quality,"holdings Unit","holdings current lbs","holdings 1stDayMTH lbs","holdings change lbs","holdings change percent","currentMTH 1stDay","report narrative","commodity narrative","special announcement"
Madison,DA-MD,Madison,WI,12/30/2016,12/30/2016,"12/30/2016 00:00:00","Madison Dairy Market",,,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",Edible,LBS,77015000,,,,,,,
Madison,DA-MD,Madison,WI,12/30/2016,12/30/2016,"12/30/2016 00:00:00","Madison Dairy Market",,,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",Edible,LBS,15915000,,,,,,,
Madison,DA-MD,Madison,WI,12/23/2016,12/23/2016,"12/23/2016 00:00:00","Madison Dairy Market",,,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",Edible,LBS,77977000,,,,,,,
Madison,DA-MD,Madison,WI,12/23/2016,12/23/2016,"12/23/2016 00:00:00","Madison Dairy Market",,,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",Edible,LBS,16196000,,,,,,,
Madison,DA-MD,Madison,WI,12/16/2016,12/16/2016,"12/16/2016 00:00:00","Madison Dairy Market",,,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",Edible,LBS,77509000,,,,,,,
Madison,DA-MD,Madison,WI,12/16/2016,12/16/2016,"12/16/2016 00:00:00","Madison Dairy Market",,,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",Edible,LBS,19548000,,,,,,,
Madison,DA-MD,Madison,WI,12/09/2016,12/09/2016,"12/09/2016 00:00:00","Madison Dairy Market",,,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",Edible,LBS,77709000,,,,,,,
Madison,DA-MD,Madison,WI,12/09/2016,12/09/2016,"12/09/2016 00:00:00","Madison Dairy Market",,,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",Edible,LBS,20314000,,,,,,,
Madison,DA-MD,Madison,WI,12/02/2016,12/02/2016,"12/02/2016 00:00:00","Madison Dairy Market",,,Cheese,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Hard Products",Edible,LBS,79120000,,,,,,,
Madison,DA-MD,Madison,WI,12/02/2016,12/02/2016,"12/02/2016 00:00:00","Madison Dairy Market",,,Butter,"Cold Storage","Dairy Market",1095,MD_DA953,"Weekly Cold Storage Holding - U.S.",Final,Dairy,"Soft Product",Edible,LBS,11710000,,,,,,,
